,School ID,Student ID,Test,Answers,Score
10,100,11,Chemistry,"['A', 'B', 'D', 'B', 'E', 'B', 'A', 'C', 'C', 'D', 'A', 'B', 'E', 'D', 'D', 'C', 'C', 'B', 'C', 'B', 'D', 'B', 'D', 'C', 'A', 'B', 'A', 'B', 'B', 'C', 'E', 'C', 'B', 'D', 'A', 'C', 'E', 'C', 'B', 'E', 'E', 'D', 'A', 'E', 'B', 'D', 'B', 'D', 'C', 'E', 'C', 'D', 'A', 'D', 'A', 'A', 'D', 'C', 'C', 'E']",11
11,100,12,Chemistry,"['C', 'A', 'E', 'B', 'B', 'D', 'C', 'E', 'B', 'E', 'E', 'A', 'D', 'D', 'D', 'D', 'B', 'B', 'B', 'D', 'C', 'E', 'D', 'C', 'E', 'D', 'B', 'D', 'E', 'E', 'B', 'A', 'C', 'A', 'E', 'D', 'D', 'D', 'E', 'B', 'B', 'D', 'A', 'C', 'B', 'C', 'E', 'B', 'D', 'C', 'B', 'D', 'A', 'A', 'C', 'B', 'A', 'E', 'A', 'C']",13
12,100,1,Biology,"['D', 'C', 'B', 'B', 'B', 'E', 'E', 'C', 'A', 'A', 'A', 'A', 'D', 'E', 'D', 'B', 'E', 'C', 'A', 'B', 'A', 'E', 'C', 'B', 'D', 'A', 'B', 'D', 'B', 'B', 'C', 'B', 'B', 'E', 'E', 'C', 'E', 'B', 'E', 'A', 'B', 'A', 'A', 'A', 'E', 'D', 'D', 'D', 'B', 'D', 'E', 'E', 'B', 'D', 'B', 'E', 'D', 'B', 'B', 'E', 'B', 'E', 'E', 'C', 'E', 'D', 'A', 'C', 'D', 'B', 'C', 'A', 'D', 'C', 'E', 'C', 'D', 'D', 'D', 'C', 'A', 'E', 'E', 'E', 'E', 'B', 'B', 'A', 'C', 'E', 'A', 'A', 'A', 'A', 'B', 'B', 'D', 'C', 'A', 'B']",15
13,100,2,Biology,"['E', 'A', 'B', 'E', 'B', 'D', 'D', 'D', 'C', 'A', 'B', 'D', 'E', 'B', 'C', 'A', 'B', 'B', 'D', 'C', 'B', 'E', 'E', 'C', 'A', 'D', 'B', 'A', 'B', 'B', 'E', 'B', 'B', 'D', 'E', 'A', 'C', 'C', 'E', 'C', 'C', 'E', 'B', 'B', 'A', 'A', 'A', 'B', 'E', 'D', 'A', 'E', 'C', 'E', 'A', 'E', 'E', 'E', 'B', 'D', 'A', 'B', 'D', 'C', 'D', 'C', 'E', 'E', 'E', 'D', 'B', 'E', 'A', 'E', 'B', 'E', 'A', 'E', 'D', 'C', 'D', 'E', 'A', 'E', 'E', 'C', 'C', 'E', 'C', 'D', 'B', 'A', 'B', 'C', 'D', 'C', 'D', 'A', 'C', 'A']",15
14,100,3,Biology,"['E', 'C', 'C', 'B', 'E', 'E', 'D', 'D', 'D', 'B', 'E', 'B', 'B', 'D', 'A', 'D', 'B', 'B', 'C', 'C', 'C', 'A', 'E', 'A', 'B', 'C', 'E', 'E', 'C', 'E', 'B', 'E', 'D', 'B', 'C', 'C', 'D', 'C', 'C', 'A', 'D', 'B', 'C', 'B', 'E', 'B', 'C', 'B', 'E', 'C', 'A', 'A', 'C', 'C', 'A', 'A', 'E', 'A', 'C', 'D', 'A', 'A', 'C', 'B', 'D', 'A', 'C', 'B', 'A', 'A', 'A', 'A', 'D', 'D', 'A', 'B', 'D', 'E', 'D', 'C', 'B', 'E', 'C', 'C', 'E', 'B', 'E', 'E', 'E', 'A', 'C', 'C', 'D', 'B', 'B', 'E', 'C', 'B', 'B', 'E']",25
15,100,4,Biology,"['E', 'E', 'A', 'E', 'E', 'D', 'C', 'D', 'A', 'C', 'E', 'E', 'C', 'E', 'A', 'B', 'E', 'D', 'D', 'D', 'B', 'D', 'A', 'E', 'A', 'E', 'C', 'B', 'E', 'C', 'D', 'B', 'A', 'B', 'C', 'C', 'A', 'A', 'E', 'C', 'C', 'D', 'E', 'B', 'E', 'E', 'E', 'E', 'A', 'A', 'B', 'C', 'A', 'B', 'E', 'D', 'B', 'B', 'B', 'C', 'E', 'A', 'A', 'E', 'E', 'A', 'A', 'D', 'A', 'B', 'D', 'E', 'E', 'C', 'D', 'D', 'E', 'B', 'C', 'A', 'B', 'E', 'D', 'E', 'C', 'E', 'E', 'E', 'E', 'E', 'C', 'B', 'C', 'E', 'D', 'E', 'E', 'E', 'C', 'B']",22
16,100,5,Biology,"['B', 'C', 'D', 'C', 'B', 'D', 'E', 'C', 'A', 'C', 'E', 'D', 'C', 'E', 'D', 'A', 'A', 'E', 'C', 'C', 'A', 'C', 'A', 'D', 'B', 'B', 'B', 'C', 'D', 'E', 'B', 'C', 'A', 'A', 'A', 'A', 'A', 'B', 'A', 'A', 'C', 'A', 'E', 'A', 'E', 'A', 'E', 'E', 'E', 'C', 'D', 'B', 'A', 'E', 'B', 'E', 'E', 'E', 'C', 'D', 'C', 'A', 'C', 'C', 'B', 'A', 'E', 'A', 'A', 'C', 'D', 'B', 'D', 'B', 'D', 'D', 'C', 'A', 'B', 'E', 'D', 'B', 'C', 'A', 'B', 'B', 'C', 'E', 'B', 'C', 'A', 'A', 'A', 'E', 'E', 'B', 'E', 'C', 'A', 'D']",16
17,100,6,Biology,"['C', 'E', 'B', 'A', 'E', 'A', 'D', 'E', 'E', 'B', 'B', 'B', 'B', 'C', 'C', 'D', 'A', 'C', 'A', 'C', 'E', 'E', 'C', 'E', 'B', 'D', 'B', 'C', 'B', 'D', 'D', 'C', 'E', 'B', 'D', 'E', 'C', 'E', 'E', 'C', 'B', 'C', 'E', 'A', 'A', 'C', 'D', 'C', 'D', 'D', 'A', 'C', 'E', 'C', 'A', 'E', 'E', 'D', 'E', 'B', 'A', 'B', 'A', 'D', 'D', 'A', 'D', 'B', 'D', 'A', 'B', 'E', 'B', 'C', 'D', 'E', 'A', 'C', 'B', 'C', 'C', 'A', 'E', 'B', 'C', 'D', 'C', 'B', 'C', 'A', 'D', 'D', 'E', 'A', 'C', 'A', 'E', 'E', 'D', 'A']",15
18,100,7,Biology,"['B', 'D', 'E', 'E', 'C', 'E', 'B', 'E', 'B', 'E', 'D', 'D', 'A', 'A', 'E', 'B', 'A', 'B', 'D', 'B', 'C', 'E', 'D', 'A', 'A', 'D', 'E', 'D', 'E', 'B', 'C', 'D', 'A', 'B', 'A', 'C', 'D', 'B', 'E', 'A', 'D', 'D', 'A', 'C', 'D', 'C', 'D', 'A', 'E', 'C', 'E', 'E', 'A', 'A', 'D', 'D', 'B', 'C', 'D', 'D', 'D', 'D', 'D', 'B', 'A', 'B', 'C', 'B', 'E', 'A', 'D', 'C', 'A', 'B', 'E', 'E', 'B', 'A', 'D', 'D', 'D', 'C', 'A', 'D', 'C', 'D', 'D', 'D', 'E', 'B', 'E', 'C', 'D', 'E', 'A', 'A', 'A', 'A', 'A', 'B']",21
19,100,8,Biology,"['E', 'A', 'E', 'B', 'A', 'C', 'B', 'C', 'A', 'C', 'D', 'D', 'D', 'A', 'E', 'B', 'C', 'E', 'E', 'C', 'B', 'E', 'C', 'B', 'C', 'C', 'A', 'B', 'C', 'E', 'E', 'A', 'A', 'E', 'E', 'C', 'E', 'C', 'B', 'A', 'E', 'C', 'A', 'D', 'D', 'C', 'B', 'A', 'A', 'E', 'D', 'A', 'A', 'D', 'A', 'B', 'D', 'B', 'D', 'B', 'D', 'B', 'D', 'E', 'C', 'E', 'A', 'A', 'E', 'C', 'C', 'A', 'B', 'E', 'B', 'C', 'B', 'D', 'C', 'A', 'D', 'E', 'D', 'D', 'C', 'E', 'C', 'B', 'B', 'B', 'E', 'C', 'D', 'E', 'C', 'C', 'D', 'A', 'E', 'C']",16
20,100,9,Biology,"['A', 'D', 'D', 'C', 'B', 'B', 'E', 'D', 'D', 'B', 'D', 'E', 'D', 'A', 'A', 'A', 'D', 'D', 'E', 'D', 'E', 'D', 'B', 'B', 'A', 'A', 'E', 'C', 'B', 'B', 'A', 'D', 'A', 'B', 'A', 'C', 'B', 'B', 'B', 'C', 'D', 'C', 'A', 'C', 'B', 'C', 'A', 'B', 'C', 'D', 'E', 'D', 'E', 'E', 'D', 'D', 'B', 'D', 'D', 'B', 'D', 'E', 'D', 'B', 'A', 'B', 'C', 'B', 'A', 'D', 'C', 'E', 'A', 'B', 'C', 'D', 'E', 'D', 'E', 'E', 'A', 'D', 'C', 'B', 'E', 'E', 'D', 'B', 'B', 'B', 'C', 'E', 'E', 'B', 'A', 'A', 'B', 'A', 'E', 'C']",29
21,100,10,Biology,"['C', 'E', 'B', 'E', 'E', 'E', 'C', 'D', 'E', 'A', 'B', 'C', 'C', 'C', 'D', 'E', 'E', 'C', 'A', 'A', 'D', 'B', 'A', 'D', 'C', 'E', 'C', 'C', 'A', 'A', 'D', 'E', 'D', 'E', 'D', 'E', 'D', 'B', 'A', 'E', 'A', 'E', 'E', 'B', 'E', 'D', 'B', 'D', 'A', 'E', 'A', 'E', 'D', 'A', 'C', 'E', 'C', 'D', 'C', 'C', 'A', 'A', 'B', 'C', 'A', 'D', 'B', 'E', 'D', 'E', 'E', 'C', 'C', 'C', 'B', 'D', 'A', 'E', 'E', 'A', 'B', 'E', 'D', 'E', 'A', 'D', 'A', 'A', 'C', 'E', 'D', 'A', 'A', 'B', 'E', 'D', 'E', 'C', 'C', 'C']",17
22,100,11,Biology,"['D', 'A', 'C', 'E', 'E', 'C', 'C', 'C', 'D', 'E', 'C', 'C', 'D', 'D', 'D', 'A', 'A', 'C', 'B', 'E', 'E', 'A', 'E', 'D', 'B', 'E', 'E', 'D', 'B', 'C', 'A', 'B', 'E', 'B', 'C', 'A', 'B', 'E', 'E', 'C', 'D', 'D', 'C', 'D', 'D', 'D', 'B', 'D', 'A', 'C', 'C', 'E', 'C', 'A', 'D', 'D', 'C', 'A', 'D', 'E', 'A', 'A', 'B', 'E', 'B', 'D', 'B', 'E', 'A', 'B', 'A', 'D', 'A', 'E', 'D', 'B', 'B', 'C', 'D', 'B', 'E', 'D', 'B', 'D', 'D', 'C', 'D', 'B', 'B', 'C', 'A', 'B', 'E', 'B', 'D', 'A', 'C', 'E', 'C', 'B']",25
23,100,12,Biology,"['B', 'D', 'B', 'D', 'C', 'C', 'B', 'C', 'B', 'D', 'A', 'E', 'A', 'A', 'D', 'E', 'B', 'A', 'A', 'B', 'B', 'D', 'A', 'E', 'E', 'A', 'B', 'B', 'D', 'D', 'B', 'D', 'B', 'E', 'D', 'B', 'B', 'D', 'E', 'E', 'C', 'D', 'C', 'A', 'A', 'D', 'B', 'E', 'A', 'B', 'C', 'B', 'A', 'A', 'D', 'A', 'B', 'D', 'D', 'A', 'A', 'C', 'E', 'B', 'A', 'D', 'E', 'A', 'D', 'C', 'A', 'B', 'A', 'B', 'E', 'D', 'A', 'B', 'B', 'E', 'E', 'C', 'D', 'B', 'B', 'D', 'B', 'C', 'B', 'E', 'B', 'B', 'C', 'C', 'B', 'B', 'D', 'C', 'D', 'D']",20
24,101,1,Chemistry,"['C', 'D', 'C', 'A', 'B', 'A', 'B', 'D', 'E', 'D', 'A', 'D', 'C', 'B', 'A', 'D', 'E', 'E', 'E', 'B', 'D', 'A', 'D', 'D', 'A', 'A', 'E', 'C', 'A', 'A', 'A', 'A', 'C', 'E', 'A', 'B', 'A', 'C', 'B', 'E', 'D', 'A', 'B', 'C', 'B', 'D', 'B', 'A', 'A', 'A', 'E', 'E', 'E', 'A', 'B', 'A', 'E', 'A', 'D', 'A']",7
25,101,2,Chemistry,"['A', 'C', 'E', 'E', 'E', 'E', 'B', 'A', 'B', 'D', 'A', 'E', 'E', 'E', 'A', 'B', 'C', 'D', 'B', 'E', 'C', 'C', 'E', 'C', 'A', 'D', 'E', 'D', 'B', 'C', 'D', 'D', 'D', 'C', 'D', 'C', 'D', 'C', 'E', 'C', 'A', 'A', 'B', 'D', 'E', 'E', 'D', 'A', 'E', 'C', 'C', 'C', 'E', 'B', 'E', 'B', 'B', 'B', 'E', 'E']",7
26,101,3,Chemistry,"['C', 'C', 'C', 'A', 'B', 'E', 'A', 'C', 'B', 'A', 'C', 'D', 'D', 'C', 'D', 'E', 'A', 'B', 'B', 'B', 'A', 'B', 'B', 'B', 'D', 'A', 'A', 'E', 'C', 'E', 'E', 'B', 'D', 'C', 'D', 'E', 'A', 'A', 'B', 'D', 'B', 'E', 'E', 'D', 'D', 'E', 'D', 'D', 'A', 'B', 'B', 'A', 'E', 'B', 'C', 'B', 'E', 'C', 'C', 'E']",10
27,101,4,Chemistry,"['A', 'E', 'E', 'D', 'B', 'C', 'A', 'E', 'B', 'C', 'E', 'B', 'E', 'E', 'A', 'E', 'B', 'E', 'A', 'B', 'E', 'B', 'D', 'D', 'E', 'D', 'C', 'D', 'D', 'C', 'A', 'C', 'C', 'E', 'A', 'B', 'C', 'B', 'D', 'D', 'E', 'B', 'C', 'E', 'C', 'C', 'A', 'C', 'A', 'E', 'A', 'D', 'D', 'E', 'A', 'D', 'B', 'D', 'A', 'B']",7
28,101,5,Chemistry,"['D', 'B', 'D', 'A', 'D', 'D', 'E', 'A', 'A', 'C', 'E', 'B', 'E', 'E', 'C', 'D', 'A', 'B', 'D', 'D', 'E', 'B', 'C', 'E', 'A', 'C', 'C', 'A', 'A', 'D', 'A', 'D', 'B', 'B', 'A', 'E', 'D', 'E', 'B', 'B', 'C', 'A', 'B', 'A', 'A', 'D', 'B', 'E', 'E', 'E', 'B', 'B', 'C', 'D', 'B', 'E', 'B', 'E', 'C', 'D']",8
29,101,6,Chemistry,"['C', 'A', 'A', 'C', 'B', 'B', 'C', 'B', 'E', 'B', 'E', 'C', 'E', 'C', 'B', 'E', 'B', 'E', 'D', 'D', 'B', 'E', 'E', 'D', 'E', 'A', 'A', 'D', 'A', 'E', 'B', 'A', 'E', 'E', 'A', 'D', 'C', 'C', 'D', 'E', 'D', 'B', 'A', 'E', 'D', 'D', 'E', 'B', 'A', 'A', 'A', 'B', 'D', 'D', 'E', 'C', 'B', 'D', 'E', 'E']",11
30,101,7,Chemistry,"['D', 'E', 'D', 'E', 'A', 'E', 'E', 'C', 'B', 'C', 'A', 'D', 'A', 'B', 'C', 'A', 'C', 'B', 'E', 'A', 'D', 'B', 'C', 'B', 'B', 'A', 'E', 'D', 'C', 'D', 'D', 'A', 'E', 'C', 'A', 'B', 'A', 'D', 'A', 'D', 'C', 'A', 'A', 'E', 'B', 'A', 'B', 'C', 'E', 'D', 'A', 'C', 'C', 'D', 'E', 'E', 'A', 'E', 'E', 'B']",19
31,101,8,Chemistry,"['C', 'C', 'A', 'E', 'C', 'E', 'E', 'C', 'D', 'C', 'B', 'E', 'C', 'D', 'E', 'D', 'A', 'A', 'E', 'B', 'C', 'D', 'A', 'A', 'D', 'D', 'E', 'C', 'C', 'C', 'B', 'C', 'D', 'C', 'B', 'E', 'A', 'A', 'D', 'A', 'E', 'D', 'A', 'E', 'D', 'B', 'D', 'C', 'C', 'A', 'A', 'A', 'D', 'A', 'B', 'B', 'B', 'D', 'E', 'D']",11
32,101,9,Chemistry,"['A', 'A', 'C', 'A', 'A', 'E', 'D', 'D', 'B', 'D', 'A', 'D', 'A', 'B', 'A', 'E', 'B', 'A', 'A', 'A', 'E', 'B', 'C', 'D', 'C', 'B', 'D', 'B', 'D', 'B', 'B', 'B', 'B', 'C', 'D', 'A', 'B', 'A', 'D', 'D', 'C', 'E', 'D', 'C', 'B', 'D', 'B', 'D', 'C', 'B', 'A', 'E', 'D', 'B', 'B', 'A', 'D', 'C', 'C', 'C']",9
33,101,10,Chemistry,"['B', 'A', 'E', 'B', 'D', 'D', 'D', 'C', 'C', 'B', 'A', 'B', 'A', 'D', 'A', 'A', 'C', 'C', 'C', 'E', 'A', 'B', 'A', 'C', 'A', 'B', 'E', 'D', 'D', 'A', 'B', 'B', 'A', 'B', 'A', 'A', 'D', 'B', 'C', 'C', 'B', 'A', 'C', 'A', 'D', 'B', 'E', 'A', 'B', 'C', 'E', 'D', 'C', 'E', 'E', 'C', 'A', 'E', 'D', 'D']",14
34,101,11,Chemistry,"['B', 'B', 'A', 'D', 'C', 'A', 'A', 'A', 'D', 'E', 'A', 'D', 'D', 'A', 'B', 'B', 'C', 'C', 'D', 'E', 'C', 'E', 'A', 'C', 'A', 'D', 'A', 'B', 'D', 'D', 'C', 'A', 'B', 'B', 'A', 'E', 'B', 'B', 'A', 'C', 'C', 'B', 'E', 'D', 'E', 'D', 'C', 'D', 'E', 'B', 'E', 'B', 'B', 'E', 'C', 'B', 'E', 'B', 'E', 'E']",10
35,101,12,Chemistry,"['B', 'E', 'A', 'B', 'B', 'C', 'B', 'E', 'C', 'A', 'C', 'D', 'A', 'B', 'E', 'E', 'B', 'D', 'A', 'E', 'C', 'D', 'B', 'C', 'D', 'D', 'C', 'B', 'D', 'C', 'B', 'D', 'A', 'E', 'C', 'E', 'A', 'D', 'B', 'D', 'D', 'A', 'B', 'B', 'B', 'D', 'A', 'D', 'D', 'A', 'B', 'D', 'B', 'A', 'B', 'E', 'E', 'B', 'C', 'D']",7
36,101,1,Mathematics,"['A', 'D', 'C', 'A', 'E', 'A', 'A', 'A', 'A', 'C', 'C', 'A', 'A', 'E', 'B', 'A', 'C', 'D', 'B', 'C', 'D', 'C', 'E', 'D', 'D', 'E', 'A', 'C', 'B', 'E', 'C', 'B', 'D', 'A', 'D', 'C', 'A', 'A', 'D', 'C']",7
37,101,2,Mathematics,"['D', 'C', 'C', 'D', 'D', 'A', 'A', 'D', 'B', 'A', 'A', 'D', 'A', 'C', 'D', 'C', 'E', 'A', 'A', 'A', 'B', 'A', 'C', 'E', 'E', 'C', 'A', 'A', 'D', 'A', 'E', 'B', 'C', 'E', 'E', 'D', 'B', 'B', 'A', 'E']",6
38,101,3,Mathematics,"['B', 'D', 'A', 'C', 'D', 'C', 'A', 'C', 'E', 'E', 'C', 'C', 'C', 'C', 'D', 'E', 'C', 'D', 'D', 'E', 'E', 'C', 'A', 'B', 'A', 'D', 'B', 'A', 'B', 'C', 'B', 'C', 'D', 'B', 'E', 'C', 'B', 'A', 'E', 'D']",7
39,101,4,Mathematics,"['E', 'D', 'C', 'E', 'D', 'A', 'A', 'B', 'C', 'A', 'D', 'E', 'C', 'B', 'A', 'B', 'A', 'A', 'C', 'D', 'D', 'A', 'E', 'C', 'D', 'B', 'A', 'C', 'A', 'C', 'C', 'E', 'C', 'C', 'A', 'D', 'D', 'A', 'D', 'D']",9
40,101,5,Mathematics,"['B', 'D', 'D', 'C', 'C', 'C', 'A', 'C', 'B', 'B', 'A', 'E', 'A', 'D', 'E', 'E', 'C', 'B', 'D', 'B', 'E', 'A', 'E', 'D', 'E', 'D', 'B', 'E', 'E', 'B', 'E', 'B', 'D', 'C', 'D', 'A', 'C', 'C', 'B', 'E']",9
41,101,6,Mathematics,"['A', 'B', 'E', 'B', 'C', 'A', 'E', 'E', 'A', 'B', 'C', 'C', 'E', 'B', 'E', 'B', 'A', 'C', 'E', 'B', 'A', 'C', 'B', 'B', 'D', 'C', 'E', 'D', 'B', 'E', 'D', 'B', 'C', 'B', 'C', 'E', 'E', 'B', 'A', 'C']",9
42,101,7,Mathematics,"['A', 'C', 'E', 'A', 'D', 'C', 'D', 'A', 'A', 'A', 'D', 'D', 'A', 'A', 'D', 'A', 'E', 'B', 'C', 'D', 'A', 'D', 'C', 'E', 'A', 'D', 'D', 'A', 'A', 'E', 'A', 'C', 'E', 'D', 'A', 'B', 'E', 'B', 'A', 'B']",8
43,101,8,Mathematics,"['E', 'C', 'D', 'E', 'B', 'A', 'D', 'D', 'B', 'D', 'C', 'A', 'C', 'E', 'E', 'A', 'E', 'E', 'D', 'D', 'C', 'B', 'D', 'B', 'B', 'E', 'C', 'A', 'C', 'E', 'D', 'D', 'A', 'E', 'E', 'A', 'D', 'B', 'A', 'C']",5
44,101,9,Mathematics,"['E', 'C', 'E', 'D', 'C', 'C', 'E', 'B', 'A', 'A', 'C', 'E', 'B', 'A', 'B', 'E', 'E', 'A', 'C', 'B', 'A', 'B', 'D', 'D', 'D', 'A', 'C', 'B', 'B', 'C', 'D', 'B', 'C', 'E', 'A', 'C', 'C', 'B', 'D', 'E']",7
45,101,10,Mathematics,"['D', 'E', 'E', 'D', 'D', 'A', 'D', 'E', 'D', 'A', 'E', 'C', 'E', 'E', 'A', 'A', 'A', 'B', 'C', 'A', 'E', 'B', 'B', 'A', 'B', 'D', 'E', 'C', 'A', 'A', 'C', 'D', 'D', 'E', 'E', 'E', 'A', 'E', 'E', 'D']",9
46,101,11,Mathematics,"['D', 'B', 'B', 'A', 'A', 'B', 'B', 'B', 'C', 'B', 'A', 'B', 'B', 'A', 'D', 'B', 'C', 'A', 'A', 'A', 'A', 'E', 'A', 'A', 'D', 'C', 'B', 'A', 'E', 'B', 'E', 'C', 'C', 'E', 'E', 'E', 'C', 'C', 'D', 'B']",8
47,101,12,Mathematics,"['C', 'C', 'D', 'C', 'E', 'D', 'A', 'D', 'B', 'B', 'D', 'C', 'B', 'A', 'A', 'D', 'E', 'C', 'A', 'A', 'E', 'C', 'C', 'A', 'B', 'B', 'C', 'E', 'E', 'E', 'A', 'D', 'D', 'A', 'B', 'A', 'C', 'C', 'A', 'C']",13
48,102,1,Chemistry,"['E', 'E', 'E', 'E', 'E', 'D', 'A', 'C', 'A', 'C', 'E', 'E', 'B', 'D', 'C', 'C', 'A', 'D', 'D', 'C', 'D', 'B', 'A', 'B', 'C', 'C', 'C', 'A', 'B', 'B', 'A', 'C', 'E', 'D', 'D', 'E', 'D', 'D', 'B', 'B', 'D', 'C', 'C', 'A', 'B', 'E', 'D', 'D', 'A', 'C', 'C', 'B', 'A', 'E', 'D', 'A', 'E', 'A', 'B', 'E']",12
49,102,2,Chemistry,"['C', 'B', 'E', 'C', 'D', 'D', 'E', 'C', 'C', 'D', 'B', 'D', 'D', 'A', 'E', 'A', 'E', 'D', 'C', 'A', 'B', 'C', 'B', 'E', 'C', 'C', 'D', 'C', 'B', 'B', 'A', 'A', 'D', 'D', 'A', 'C', 'D', 'A', 'A', 'B', 'E', 'A', 'A', 'B', 'C', 'C', 'A', 'E', 'C', 'C', 'B', 'E', 'E', 'C', 'D', 'D', 'D', 'A', 'B', 'D']",15
50,102,3,Chemistry,"['A', 'C', 'E', 'C', 'C', 'E', 'A', 'D', 'A', 'E', 'E', 'B', 'D', 'C', 'A', 'E', 'E', 'D', 'D', 'A', 'C', 'E', 'D', 'C', 'D', 'E', 'A', 'A', 'B', 'D', 'C', 'E', 'D', 'C', 'E', 'C', 'A', 'B', 'E', 'E', 'A', 'D', 'C', 'B', 'C', 'C', 'E', 'C', 'B', 'B', 'E', 'E', 'C', 'E', 'D', 'E', 'A', 'A', 'A', 'B']",8
